storyid	questionid	answer_sentenceid	answer
mc500.train.111	mc500.train.111_Q2	-	It stopped raining and Will walked all the way to the store.
mc500.train.111	mc500.train.111_Q3	-	to the living
mc500.train.111	mc500.train.111_Q4	-	about a
mc500.train.111	mc500.train.111_Q5	-	a napkin
mc500.train.111	mc500.train.111_Q6	-	in the
mc500.train.111	mc500.train.111_Q7	-	his favorite song
mc500.train.111	mc500.train.111_Q8	-	his favorite song
mc500.train.111	mc500.train.111_Q9	-	in the night
mc500.train.111	mc500.train.111_Q10	-	Will
mc500.train.111	mc500.train.111_Q11	-	jam
mc500.train.111	mc500.train.111_Q12	-	chicken , gravy , or butter on his biscuit
mc500.train.111	mc500.train.111_Q13	-	Will was happy he didn't have to get wet walking home.
mc500.train.111	mc500.train.111_Q14	-	his way
fables-01	fables-01_Q1	-	on a branch of a
fables-01	fables-01_Q10	-	a Fox
fables-01	fables-01_Q11	-	A Crow
fables-01	fables-01_Q12	-	the tree
fables-01	fables-01_Q13	-	The Crow was hugely flattered by this, and just to show the Fox that she could sing she gave a loud caw.
fables-01	fables-01_Q14	-	A Crow
fables-01	fables-01_Q15	-	a Fox
fables-01	fables-01_Q16	-	A Crow
fables-01	fables-01_Q17	-	A Crow
fables-01	fables-01_Q18	-	A Crow
fables-01	fables-01_Q2	-	a piece
fables-01	fables-01_Q3	-	A Crow
fables-01	fables-01_Q4	-	a tree
fables-01	fables-01_Q5	-	of getting the
fables-01	fables-01_Q6	-	A Crow
fables-01	fables-01_Q7	-	The Crow
fables-01	fables-01_Q8	-	A Crow
fables-01	fables-01_Q9	-	on a branch of a
fables-02	fables-02_Q1	-	A Lion
fables-02	fables-02_Q10	-	A Lion watched a fat Bull feeding in a meadow, and his mouth watered when he thought of the royal feast he would make, but he did not dare to attack him, for he was afraid of his sharp horns.
fables-02	fables-02_Q11	-	the world
fables-02	fables-02_Q12	-	the world
fables-02	fables-02_Q13	-	what in the world
fables-02	fables-02_Q14	-	A Lion watched a fat Bull feeding in a meadow, and his mouth watered when he thought of the royal feast he would make, but he did not dare to attack him, for he was afraid of his sharp horns.
fables-02	fables-02_Q15	-	the world
fables-02	fables-02_Q16	-	A Lion watched a fat Bull feeding in a meadow, and his mouth watered when he thought of the royal feast he would make, but he did not dare to attack him, for he was afraid of his sharp horns.
fables-02	fables-02_Q17	-	the world
fables-02	fables-02_Q18	-	A Lion
fables-02	fables-02_Q19	-	A Lion
fables-02	fables-02_Q2	-	The Bull
fables-02	fables-02_Q20	-	A Lion watched a fat Bull feeding in a meadow, and his mouth watered when he thought of the royal feast he would make, but he did not dare to attack him, for he was afraid of his sharp horns.
fables-02	fables-02_Q21	-	the world
fables-02	fables-02_Q22	-	the world
fables-02	fables-02_Q23	-	A Lion
fables-02	fables-02_Q3	-	in a
fables-02	fables-02_Q4	-	his
fables-02	fables-02_Q5	-	A Lion
fables-02	fables-02_Q6	-	the world
fables-02	fables-02_Q7	-	A Lion
fables-02	fables-02_Q8	-	The Bull
fables-02	fables-02_Q9	-	the world
fables-03	fables-03_Q1	-	the man
fables-03	fables-03_Q10	-	of his
fables-03	fables-03_Q11	-	the man's drinking-horn
fables-03	fables-03_Q12	-	his poison
fables-03	fables-03_Q13	-	An Eagle
fables-03	fables-03_Q14	-	the Serpent
fables-03	fables-03_Q15	-	A countryman , who was a witness of the encounter
fables-03	fables-03_Q16	-	A countryman , who was a witness of the encounter
fables-03	fables-03_Q17	-	a life-and-death struggle
fables-03	fables-03_Q18	-	A countryman , who was a witness of the encounter
fables-03	fables-03_Q19	-	a life-and-death struggle
fables-03	fables-03_Q2	-	An Eagle
fables-03	fables-03_Q20	-	some of his poison
fables-03	fables-03_Q21	-	the Eagle
fables-03	fables-03_Q22	-	An Eagle
fables-03	fables-03_Q23	-	An Eagle
fables-03	fables-03_Q24	-	An Eagle
fables-03	fables-03_Q25	-	An Eagle
fables-03	fables-03_Q26	-	An Eagle
fables-03	fables-03_Q27	-	In
fables-03	fables-03_Q3	-	An Eagle
fables-03	fables-03_Q4	-	A countryman , who was a witness of the encounter
fables-03	fables-03_Q5	-	some of his poison
fables-03	fables-03_Q6	-	into the man's drinking-
fables-03	fables-03_Q7	-	a life-and-death struggle
fables-03	fables-03_Q8	-	the Eagle
fables-03	fables-03_Q9	-	An Eagle
fables-04	fables-04_Q1	-	Stork
fables-04	fables-04_Q10	-	The Fox
fables-04	fables-04_Q11	-	a pitcher
fables-04	fables-04_Q12	-	A Fox
fables-04	fables-04_Q13	-	a large flat dish
fables-04	fables-04_Q14	-	the Stork with her long bill
fables-04	fables-04_Q15	-	the Stork with her long bill
fables-04	fables-04_Q16	-	A Fox
fables-04	fables-04_Q17	-	A Fox
fables-04	fables-04_Q2	-	dinner
fables-04	fables-04_Q3	-	of
fables-04	fables-04_Q4	-	A Fox
fables-04	fables-04_Q5	-	a large flat dish
fables-04	fables-04_Q6	-	Thus, while she enjoyed her dinner, the Fox sat by hungry and helpless, for it was impossible for him to reach the tempting contents of the vessel.
fables-04	fables-04_Q7	-	her long bill
fables-04	fables-04_Q8	-	Thus, while she enjoyed her dinner, the Fox sat by hungry and helpless, for it was impossible for him to reach the tempting contents of the vessel.
fables-04	fables-04_Q9	-	vain
fables-05	fables-05_Q1	-	Fox
fables-05	fables-05_Q10	-	A Farmer
fables-05	fables-05_Q11	-	A Farmer
fables-05	fables-05_Q12	-	A Farmer was greatly annoyed by a Fox, which came prowling about his yard at night and carried off his fowls.
fables-05	fables-05_Q13	-	fire
fables-05	fables-05_Q14	-	the Fox
fables-05	fables-05_Q15	-	A Farmer
fables-05	fables-05_Q16	-	the Fox
fables-05	fables-05_Q2	-	for the fields where the corn was standing ripe and ready for
fables-05	fables-05_Q3	-	the Farmer
fables-05	fables-05_Q4	-	A Farmer
fables-05	fables-05_Q5	-	in order to be revenged upon
fables-05	fables-05_Q6	-	the Fox
fables-05	fables-05_Q7	-	fire
fables-05	fables-05_Q8	-	the Farmer
fables-05	fables-05_Q9	-	fire
fables-06	fables-06_Q1	-	in his
fables-06	fables-06_Q10	-	A Lion
fables-06	fables-06_Q11	-	One day the Lion got entangled in a net which had been spread for game by some hunters, and the Mouse heard and recognised his roars of anger and ran to the spot.
fables-06	fables-06_Q12	-	The Mouse , terrified
fables-06	fables-06_Q13	-	over his
fables-06	fables-06_Q14	-	his lair
fables-06	fables-06_Q15	-	its teeth
fables-06	fables-06_Q16	-	A Lion
fables-06	fables-06_Q17	-	to
fables-06	fables-06_Q18	-	The Mouse, terrified, piteously entreated him to spare its life.
fables-06	fables-06_Q19	-	the Lion
fables-06	fables-06_Q2	-	a
fables-06	fables-06_Q20	-	a net
fables-06	fables-06_Q21	-	more ado
fables-06	fables-06_Q22	-	his lair
fables-06	fables-06_Q23	-	the ropes
fables-06	fables-06_Q24	-	its teeth
fables-06	fables-06_Q25	-	a
fables-06	fables-06_Q26	-	a Mouse running over his face
fables-06	fables-06_Q27	-	his paw
fables-06	fables-06_Q28	-	A Lion asleep in his lair was waked up by a Mouse running over his face.
fables-06	fables-06_Q3	-	anything
fables-06	fables-06_Q4	-	in a net which had been spread for game by some
fables-06	fables-06_Q5	-	the Mouse
fables-06	fables-06_Q6	-	A Lion asleep in his lair was waked up by a Mouse running over his face.
fables-06	fables-06_Q7	-	which
fables-06	fables-06_Q8	-	the Lion
fables-06	fables-06_Q9	-	his lair
