storyid	questionid	answer_sentenceid	answer
mc500.train.111	mc500.train.111_Q12	-	chicken , gravy , or butter
mc500.train.111	mc500.train.111_Q13	-	a
mc500.train.111	mc500.train.111_Q14	-	his way
mc500.train.111	mc500.train.111_Q2	-	a
mc500.train.111	mc500.train.111_Q3	-	a
mc500.train.111	mc500.train.111_Q4	-	a
mc500.train.111	mc500.train.111_Q5	-	a napkin
mc500.train.111	mc500.train.111_Q6	-	a
mc500.train.111	mc500.train.111_Q7	-	his favorite song
mc500.train.111	mc500.train.111_Q8	-	his favorite song
mc500.train.111	mc500.train.111_Q9	-	a
mc500.train.18	mc500.train.18_Q0	-	a
mc500.train.18	mc500.train.18_Q1	-	her mom
mc500.train.18	mc500.train.18_Q10	-	she
mc500.train.18	mc500.train.18_Q11	-	the red one
mc500.train.18	mc500.train.18_Q12	-	her mother
mc500.train.18	mc500.train.18_Q13	-	string
mc500.train.18	mc500.train.18_Q14	-	the biggest, most beautiful bunch
mc500.train.18	mc500.train.18_Q15	-	a secret spot
mc500.train.18	mc500.train.18_Q16	-	a
mc500.train.18	mc500.train.18_Q17	-	she
mc500.train.18	mc500.train.18_Q18	-	a
mc500.train.18	mc500.train.18_Q19	-	Mother's Day
mc500.train.18	mc500.train.18_Q2	-	flowers
mc500.train.18	mc500.train.18_Q20	-	a
mc500.train.18	mc500.train.18_Q21	-	Mother's Day
mc500.train.18	mc500.train.18_Q3	-	a lot of different sized flowers
mc500.train.18	mc500.train.18_Q4	-	she
mc500.train.18	mc500.train.18_Q5	-	a
mc500.train.18	mc500.train.18_Q6	-	a
mc500.train.18	mc500.train.18_Q7	-	a
mc500.train.18	mc500.train.18_Q8	-	a
mc500.train.18	mc500.train.18_Q9	-	The red ones
mc500.train.23	mc500.train.23_Q0	-	a
mc500.train.23	mc500.train.23_Q1	-	TV
mc500.train.23	mc500.train.23_Q10	-	a
mc500.train.23	mc500.train.23_Q11	-	lots of peanuts
mc500.train.23	mc500.train.23_Q12	-	a
mc500.train.23	mc500.train.23_Q13	-	a
mc500.train.23	mc500.train.23_Q14	-	a
mc500.train.23	mc500.train.23_Q15	-	a
mc500.train.23	mc500.train.23_Q16	-	was
mc500.train.23	mc500.train.23_Q17	-	the newspaper
mc500.train.23	mc500.train.23_Q18	-	dad
mc500.train.23	mc500.train.23_Q19	-	a
mc500.train.23	mc500.train.23_Q2	-	a
mc500.train.23	mc500.train.23_Q20	-	Andrew's dad
mc500.train.23	mc500.train.23_Q3	-	looked
mc500.train.23	mc500.train.23_Q4	-	a
mc500.train.23	mc500.train.23_Q5	-	a
mc500.train.23	mc500.train.23_Q6	-	the story
mc500.train.23	mc500.train.23_Q7	-	a
mc500.train.23	mc500.train.23_Q8	-	a
mc500.train.23	mc500.train.23_Q9	-	you
mc500.train.25	mc500.train.25_Q0	-	a
mc500.train.25	mc500.train.25_Q1	-	a
mc500.train.25	mc500.train.25_Q10	-	a happy frog
mc500.train.25	mc500.train.25_Q11	-	a
mc500.train.25	mc500.train.25_Q12	-	a
mc500.train.25	mc500.train.25_Q13	-	a
mc500.train.25	mc500.train.25_Q14	-	a
mc500.train.25	mc500.train.25_Q15	-	a
mc500.train.25	mc500.train.25_Q16	-	She
mc500.train.25	mc500.train.25_Q17	-	saw
mc500.train.25	mc500.train.25_Q18	-	a happy frog
mc500.train.25	mc500.train.25_Q19	-	a
mc500.train.25	mc500.train.25_Q2	-	rocks
mc500.train.25	mc500.train.25_Q20	-	a
mc500.train.25	mc500.train.25_Q3	-	a
mc500.train.25	mc500.train.25_Q4	-	a
mc500.train.25	mc500.train.25_Q5	-	She
mc500.train.25	mc500.train.25_Q6	-	a
mc500.train.25	mc500.train.25_Q7	-	a
mc500.train.25	mc500.train.25_Q8	-	a
mc500.train.25	mc500.train.25_Q9	-	a
